productname,variationname,companyname,homeloantype,mintotalloanamount,maxlvr,minlvr,fixmonth,allowssplitloan,hasoffsetaccount,isfirsthomebuyersavailable,requiresfirsthomebuyers,hasowneroccupiedpurpose,hasinvestmentpurpose,hasprincipalandinterest,hasinterestonly,minloanterm,maxloanterm,hasweeklyrepayments,hasfortnightlyrepayments,hasmonthlyrepayments,isnewcustomer,labels
Fixed Investment Loan (Principal and Interest),Fixed Investment Loan 5 Year (Principal and Interest) (LVR 80-85%),Citi,FIXED,250000.0,85.0,80.0,60.0,True,False,True,False,False,True,True,False,1,30,False,False,True,False,5
Fixed Home Loan,Fixed Home Loan 5 Years,Citi,FIXED,250000.0,90.0,0.0,60.0,True,False,True,False,True,False,True,True,1,30,False,False,True,False,0
Fixed Home Loan,Fixed Home Loan 3 Years,Citi,FIXED,250000.0,90.0,0.0,36.0,True,False,True,False,True,False,True,True,1,30,False,False,True,False,0
Basic Variable Investment Loan (Principal and Interest),Basic Variable Investment Loan (Principal and Interest) (LVR < 80%),Citi,VARIABLE,250000.0,80.0,0.0,nan,True,False,True,False,False,True,True,False,1,30,True,True,True,False,1
Basic Variable Home Loan,Basic Variable Home Loan (LVR 80%-90%),Citi,VARIABLE,250000.0,85.0,80.0,nan,True,False,True,False,True,False,True,True,1,30,True,True,True,False,3
Fixed Investment Loan,Fixed Investment Loan 1 Year,Coastline Credit Union,FIXED,25000.0,90.0,0.0,12.0,False,False,False,False,False,True,True,False,1,30,True,True,True,False,5
Option Home Loan,Option Home Loan,Coastline Credit Union,VARIABLE,50000.0,90.0,0.0,nan,True,False,False,False,True,False,True,False,1,30,True,True,True,False,3
Option Investment Loan,Option Residential Investment Loan,Coastline Credit Union,VARIABLE,50000.0,90.0,0.0,nan,True,False,True,False,False,True,True,False,1,30,True,True,True,False,1
Minimiser Home Loan,Minimiser Home Loan,Coastline Credit Union,VARIABLE,150000.0,90.0,0.0,nan,True,True,True,False,True,False,True,False,1,30,True,True,True,False,3
Introductory Home Loan,Introductory Home Loan,Coastline Credit Union,VARIABLE,100000.0,90.0,0.0,nan,False,False,True,False,True,False,True,False,1,30,True,True,True,False,3
Home Equity Home Loan,Home Equity Home Loan (Amounts < $150k),Coastline Credit Union,VARIABLE,50000.0,90.0,0.0,nan,False,False,True,False,True,False,True,True,1,25,True,True,True,False,3
Fixed Home Loan,Fixed Home Loan 2 Years,Coastline Credit Union,FIXED,25000.0,90.0,0.0,24.0,False,False,True,False,True,False,True,False,1,30,True,True,True,False,2
Standard Variable Home Loan (Principal and Interest),Standard Variable Home Loan,Community First Credit Union,VARIABLE,10000.0,95.0,0.0,nan,True,True,True,False,True,False,True,False,5,30,True,True,True,False,3
Fixed Rate Investment Loan,Fixed Rate Investment Loan 2 Years,Community First Credit Union,FIXED,50000.0,80.0,0.0,24.0,True,True,True,False,False,True,True,False,5,30,True,True,True,False,5
Fixed Rate Home Loan (Principal and Interest),Fixed Rate Home Loan (Principal and Interest) 3 Years,Community First Credit Union,FIXED,50000.0,95.0,0.0,36.0,True,True,True,False,True,False,True,False,5,30,True,True,True,False,2
Fixed Rate Home Loan (Principal and Interest),Fixed Rate Home Loan (Principal and Interest) 2 Years,Community First Credit Union,FIXED,50000.0,95.0,0.0,24.0,True,True,True,False,True,False,True,False,5,30,True,True,True,False,2
Basic Variable Investment Loan,Basic Variable Investment Loan (LVR 80%-95%),Community First Credit Union,VARIABLE,50000.0,95.0,80.0,nan,True,False,True,False,False,True,True,False,5,30,True,True,True,False,1
Basic Variable Home Loan (Principal and Interest),Basic Variable Home Loan (Principal and Interest) (LVR 80%-95%),Community First Credit Union,VARIABLE,50000.0,95.0,80.0,nan,True,False,True,False,True,False,True,False,5,30,True,True,True,False,3
Honeymoon Introductory Rate Home Loan (Principal and Interest) (New Money Offer),Honeymoon Introductory Rate Home Loan (Principal and Interest) (New Money Offer),Community First Credit Union,VARIABLE,50000.0,95.0,0.0,nan,True,True,True,False,True,False,True,False,5,30,True,True,True,False,3
Accelerator Package Home Loan (Principal and Interest),Accelerator Package Home Loan (Principal and Interest) ($250k+),Community First Credit Union,VARIABLE,250000.0,95.0,0.0,nan,True,True,True,False,True,False,True,False,5,30,True,True,True,False,3
Standard Variable Investment Loan (Principal and Interest),Standard Variable Investment Loan (Principal and Interest),Regional Australia Bank,VARIABLE,0.0,95.0,0.0,nan,True,False,True,False,False,True,True,False,1,30,True,True,True,False,1
Partnership Advantage Investment Loan (Principal and Interest),Partnership Advantage Investment Loan (Principal and Interest) ($250k+),Regional Australia Bank,VARIABLE,250000.0,95.0,0.0,nan,True,True,True,False,False,True,True,False,1,30,True,True,True,False,1
Mortgage Offset Investment Loan (Principal and Interest),Mortgage Offset Investment Loan (Principal and Interest),Regional Australia Bank,VARIABLE,50000.0,80.0,0.0,nan,True,True,True,False,False,True,True,False,1,30,True,True,True,False,1
Fixed Investment Loan (Principal and Interest),Fixed Investment Loan (Principal and Interest) 3 Years,Regional Australia Bank,FIXED,50000.0,95.0,0.0,36.0,True,False,True,False,False,True,True,False,1,30,True,True,True,False,5
Fixed Investment Loan (Principal and Interest),Fixed Investment Loan (Principal and Interest) 1 Year,Regional Australia Bank,FIXED,50000.0,95.0,0.0,12.0,True,False,True,False,False,True,True,False,1,30,True,True,True,False,5
Fixed Home Loan (Principal and Interest),Fixed Home Loan (Principal and Interest) 2 Years,Regional Australia Bank,FIXED,50000.0,95.0,0.0,24.0,True,False,True,False,True,False,True,False,1,30,True,True,True,False,2
Fixed Home Loan (Principal and Interest),Fixed Home Loan (Principal and Interest) 1 Year,Regional Australia Bank,FIXED,50000.0,95.0,0.0,12.0,True,False,True,False,True,False,True,False,1,30,True,True,True,False,2
Standard Variable Home Loan (Principal and Interest),Standard Variable Home Loan (Principal and Interest),Regional Australia Bank,VARIABLE,0.0,95.0,0.0,nan,True,False,True,False,True,False,True,False,1,30,True,True,True,False,3
Partnership Advantage Fixed Investment Loan (Principal and Interest),Partnership Advantage Fixed Investment Loan (Principal and Interest) 1 Year,Regional Australia Bank,FIXED,0.0,95.0,0.0,12.0,True,False,True,False,False,True,True,False,1,30,True,True,True,False,5
Partnership Advantage Fixed Investment Loan (Principal and Interest),Partnership Advantage Fixed Investment Loan (Principal and Interest) 5 Years,Regional Australia Bank,FIXED,0.0,95.0,0.0,60.0,True,False,True,False,False,True,True,False,1,30,True,True,True,False,5
Partnership Advantage Fixed Home Loan (Principal and Interest),Partnership Advantage Fixed Home Loan (Principal and Interest) 3 Years,Regional Australia Bank,FIXED,0.0,95.0,0.0,36.0,True,False,True,False,True,False,True,False,1,30,True,True,True,False,2
Partnership Advantage Fixed Home Loan (Principal and Interest),Partnership Advantage Fixed Home Loan (Principal and Interest) 5 Years,Regional Australia Bank,FIXED,0.0,95.0,0.0,60.0,True,False,True,False,True,False,True,False,1,30,True,True,True,False,2
Partnership Advantage Home Loan (Principal and Interest),Partnership Advantage Home Loan (Principal and Interest) ($250k+),Regional Australia Bank,VARIABLE,250000.0,95.0,0.0,nan,True,True,True,False,True,False,True,False,1,30,True,True,True,False,3
Mortgage Offset Home Loan (Principal and Interest),Mortgage Offset Home Loan (Principal and Interest),Regional Australia Bank,VARIABLE,50000.0,95.0,0.0,nan,True,True,True,False,True,False,True,False,1,30,True,True,True,False,3
Basic Home Loan (Principal and Interest),Basic Home Loan (Principal and Interest),Regional Australia Bank,VARIABLE,100000.0,95.0,0.0,nan,True,False,True,False,True,False,True,False,1,30,True,True,True,False,3
Ultimate Package Smart Mover Line of Credit,Ultimate Package Smart Mover Line of Credit,Defence Bank,VARIABLE,150000.0,80.0,0.0,nan,False,False,True,False,True,False,True,False,1,30,True,True,True,False,3
Ultimate Package Essential Home Loan Fixed,Ultimate Package Essential Home Loan Fixed 1 Year,Defence Bank,FIXED,150000.0,95.0,0.0,12.0,True,False,True,False,True,False,True,False,1,30,True,True,True,False,2
Ultimate Package Essential Home Loan Fixed,Ultimate Package Essential Home Loan Fixed 4 Years,Defence Bank,FIXED,150000.0,95.0,0.0,48.0,True,False,True,False,True,False,True,False,1,30,True,True,True,False,2
Ultimate Package Essential Home Loan,Ultimate Package Essential Home Loan ($750k+),Defence Bank,VARIABLE,750000.0,95.0,0.0,nan,True,True,True,False,True,False,True,False,1,30,True,True,True,False,3
Ultimate Package Essential Home Loan,Ultimate Package Essential Home Loan ($250k-$750k),Defence Bank,VARIABLE,250000.0,95.0,0.0,nan,True,True,True,False,True,False,True,False,1,30,True,True,True,False,3
Essential Home Loan Fixed,Essential Home Loan Fixed 2 Years,Defence Bank,FIXED,50000.0,95.0,0.0,24.0,True,False,True,False,True,False,True,False,1,30,True,True,True,False,2
Essential Home Loan Fixed,Essential Home Loan Fixed 3 Years,Defence Bank,FIXED,50000.0,95.0,0.0,36.0,True,False,True,False,True,False,True,False,1,30,True,True,True,False,2
Essential Home Loan Fixed,Essential Home Loan Fixed 4 Years,Defence Bank,FIXED,50000.0,95.0,0.0,48.0,True,False,True,False,True,False,True,False,1,30,True,True,True,False,2
Honeymoon Home Loan (Principal and Interest),Honeymoon Home Loan (Principal and Interest) 1 Year,Easy Street Financial Services,VARIABLE,50000.0,95.0,0.0,nan,False,True,True,False,True,False,True,False,5,30,True,True,True,False,3
Fixed Investment Loan,Fixed Investment Loan 3 Years,Easy Street Financial Services,FIXED,50000.0,80.0,0.0,36.0,False,True,True,False,False,True,True,False,5,30,True,True,True,False,5
Fixed Home Loan (Principal and Interest),Fixed Home Loan (Principal and Interest) 2 Years,Easy Street Financial Services,FIXED,50000.0,95.0,0.0,24.0,False,True,True,False,True,False,True,False,3,30,True,True,True,False,2
Standard Variable Home Loan (Principal and Interest),Standard Variable Home Loan (Principal and Interest),Easy Street Financial Services,VARIABLE,50000.0,95.0,0.0,nan,False,True,True,False,True,False,True,False,5,30,True,True,True,False,3
Standard Variable Home Loan,Standard Variable Home Loan,Family First Credit Union,VARIABLE,20000.0,90.0,0.0,nan,False,True,True,False,True,True,True,False,1,30,True,True,True,False,3
Mortgage Secured Overdraft,Mortgage Secured Overdraft,Family First Credit Union,VARIABLE,20000.0,90.0,0.0,nan,False,False,True,False,True,True,True,False,1,30,True,True,True,False,3
Fixed Rate Standard Home Loan,Fixed Rate Home Loan 1 Year,Family First Credit Union,FIXED,20000.0,90.0,0.0,12.0,False,False,True,False,True,True,True,False,1,30,True,True,True,False,5
Fixed Rate Standard Home Loan,Fixed Rate Home Loan 2 Years,Family First Credit Union,FIXED,20000.0,90.0,0.0,24.0,False,False,True,False,True,True,True,False,1,30,True,True,True,False,5
Classic Home Loan Fixed,Classic Home Loan Fixed 3 Years,First Option Credit Union,FIXED,5000.0,95.0,0.0,36.0,True,True,True,False,True,False,True,False,1,30,True,True,True,False,2
Classic Home Loan Fixed,Classic Home Loan Fixed 2 Years,First Option Credit Union,FIXED,5000.0,95.0,0.0,24.0,True,True,True,False,True,False,True,False,1,30,True,True,True,False,2
Smart Start Home Loan,Smart Start Home Loan,First Option Credit Union,VARIABLE,150000.0,95.0,0.0,nan,True,True,True,False,True,False,True,False,1,30,True,True,True,False,3
Premium Plus Home Loan Fixed,Premium Plus Home Loan Fixed 6 Months,First Option Credit Union,FIXED,600000.0,95.0,0.0,6.0,True,True,True,False,True,False,True,False,1,30,True,True,True,False,2
Premium Plus Home Loan Fixed,Premium Plus Home Loan Fixed 2 Years,First Option Credit Union,FIXED,600000.0,95.0,0.0,24.0,True,True,True,False,True,False,True,False,1,30,True,True,True,False,2
Premium Home Loan,Premium Home Loan ($600k+),First Option Credit Union,VARIABLE,600000.0,95.0,0.0,nan,True,True,True,False,True,False,True,False,1,30,True,True,True,False,3
Vital Investment 80 (Principal and Interest),Vital Investment 80 (Principal and Interest),Firstmac,VARIABLE,50000.0,80.0,0.0,nan,True,False,False,False,True,False,True,False,15,30,True,True,True,False,3
VIP Package Investment Loan (Interest Only),VIP Package Investment Loan (Interest Only) (LVR < 80%),Firstmac,VARIABLE,50000.0,80.0,0.0,nan,True,True,False,False,False,True,False,True,15,30,True,True,True,False,1
Vital 80 (Principal and Interest),Vital 80 (Principal and Interest),Firstmac,VARIABLE,50000.0,80.0,0.0,nan,True,False,True,False,True,False,True,False,15,30,True,True,True,False,3
VIP Package Investment Loan Fixed (Principal and Interest),VIP Package Investment Loan Fixed (Principal and Interest) 1 Year,Firstmac,FIXED,50000.0,90.0,0.0,12.0,True,False,True,False,False,True,True,False,15,30,True,True,True,False,5
VIP Package Investment Loan (Principal and Interest),VIP Package Investment Loan (Principal and Interest) (LVR 80%-90%),Firstmac,VARIABLE,50000.0,90.0,80.0,nan,True,True,True,False,False,True,True,False,15,30,True,True,True,False,1
VIP Package Home Loan Fixed (Principal and Interest),VIP Package Home Loan Fixed (Principal and Interest) 3 Years,Firstmac,FIXED,50000.0,90.0,0.0,36.0,True,False,True,False,True,False,True,False,15,30,True,True,True,False,2
VIP Package Home Loan Fixed (Principal and Interest),VIP Package Home Loan Fixed (Principal and Interest) 1 Year,Firstmac,FIXED,50000.0,90.0,0.0,12.0,True,False,True,False,True,False,True,False,15,30,True,True,True,False,2
VIP Package Home Loan (Principal and Interest),VIP Package Home Loan (Principal and Interest) (LVR 80%-90%),Firstmac,VARIABLE,50000.0,90.0,80.0,nan,True,True,True,False,True,False,True,False,15,30,True,True,True,False,3
Freedom Fixed Investment Loan (Interest Only),Freedom Fixed Investment Loan (Interest Only) 5 Years (LVR < 80%),Freedom Lend,FIXED,50000.0,80.0,0.0,60.0,True,False,True,False,False,True,False,True,1,30,False,False,True,False,4
Freedom Fixed Investment Loan (Interest Only),Freedom Fixed Investment Loan (Interest Only) 1 Year (LVR < 80%),Freedom Lend,FIXED,50000.0,80.0,0.0,12.0,True,False,True,False,False,True,False,True,1,30,False,False,True,False,4
Freedom Fixed Investment Loan (Interest Only),Freedom Fixed Investment Loan (Interest Only) 4 Years (LVR < 80%),Freedom Lend,FIXED,50000.0,80.0,0.0,48.0,True,False,True,False,False,True,False,True,1,30,False,False,True,False,4
Freedom Variable Home Loan (Principal and Interest),Freedom Variable Home Loan (Principal and Interest) (LVR 80%-90%),Freedom Lend,VARIABLE,50000.0,90.0,80.0,nan,True,True,True,False,True,False,True,False,1,30,True,True,True,False,3
Freedom Variable Home Loan (Principal and Interest),Freedom Variable Home Loan (Principal and Interest) (LVR < 70%),Freedom Lend,VARIABLE,50000.0,70.0,0.0,nan,True,True,True,False,True,False,True,False,1,30,True,True,True,False,3
Freedom Variable Home Loan (Interest Only),Freedom Variable Home Loan (Interest Only) (LVR 70%-80%),Freedom Lend,VARIABLE,50000.0,80.0,70.0,nan,True,True,True,False,True,False,False,True,1,30,False,False,True,False,0
Freedom Variable Home Loan (Interest Only),Freedom Variable Home Loan (Interest Only) (LVR < 70%),Freedom Lend,VARIABLE,50000.0,70.0,0.0,nan,True,True,True,False,True,False,False,True,1,30,False,False,True,False,0
Freedom Variable Investment Loan (Principal and Interest),"Freedom Variable Investment Loan (Principal and Interest) (Amounts < $750k, LVR 70%-80%)",Freedom Lend,VARIABLE,50000.0,80.0,70.0,nan,True,True,True,False,False,True,True,False,1,30,True,True,True,False,1
Freedom Variable Investment Loan (Interest Only),Freedom Variable Investment Loan (Interest Only) (LVR 80%-90%),Freedom Lend,VARIABLE,50000.0,90.0,80.0,nan,True,True,True,False,False,True,False,True,1,30,False,False,True,False,4
Freedom Variable Investment Loan (Interest Only),Freedom Variable Investment Loan (Interest Only) (LVR < 70%),Freedom Lend,VARIABLE,50000.0,70.0,0.0,nan,True,True,True,False,False,True,False,True,1,30,False,False,True,False,4
Freedom Fixed Investment Loan (Principal and Interest),Freedom Fixed Investment Loan (Principal and Interest) 3 Years (LVR 80%-90%),Freedom Lend,FIXED,50000.0,90.0,80.0,36.0,True,False,True,False,False,True,True,False,1,30,True,True,True,False,5
Freedom Fixed Investment Loan (Principal and Interest),Freedom Fixed Investment Loan (Principal and Interest) 2 Years (LVR < 80%),Freedom Lend,FIXED,50000.0,80.0,0.0,24.0,True,False,True,False,False,True,True,False,1,30,True,True,True,False,5
Freedom Fixed Home Loan (Principal and Interest),Freedom Fixed Home Loan (Principal and Interest) 5 Years (LVR < 80%),Freedom Lend,FIXED,50000.0,80.0,0.0,60.0,True,False,True,False,True,False,True,False,1,30,True,True,True,False,2
Freedom Fixed Home Loan (Principal and Interest),Freedom Fixed Home Loan (Principal and Interest) 1 Year (LVR < 80%),Freedom Lend,FIXED,50000.0,80.0,0.0,12.0,True,False,True,False,True,False,True,False,1,30,True,True,True,False,2
Freedom Fixed Home Loan (Principal and Interest),Freedom Fixed Home Loan (Principal and Interest) 4 Years (LVR < 80%),Freedom Lend,FIXED,50000.0,80.0,0.0,48.0,True,False,True,False,True,False,True,False,1,30,True,True,True,False,2
Freedom Fixed Home Loan (Interest Only),Freedom Fixed Home Loan (Interest Only) 1 Year (LVR 80%-95%),Freedom Lend,FIXED,50000.0,95.0,80.0,12.0,True,False,True,False,True,False,False,True,1,30,True,True,True,False,0
Freedom Fixed Home Loan (Interest Only),Freedom Fixed Home Loan (Interest Only) 4 Years (LVR 80%-95%),Freedom Lend,FIXED,50000.0,95.0,80.0,48.0,True,False,True,False,True,False,False,True,1,30,True,True,True,False,0
Standard Variable Investment Loan (Principal and Interest),Standard Variable Investment Loan,G&C Mutual Bank,VARIABLE,0.0,95.0,0.0,nan,True,True,True,False,False,True,True,False,1,30,True,True,True,False,1
Premium Investment Loan Package,Premium Investment Loan Package,G&C Mutual Bank,VARIABLE,300000.0,95.0,0.0,nan,True,True,True,False,False,True,True,False,1,30,True,True,True,False,1
Fixed Rate Investment Loan,Fixed Rate Investment Loan 2 Years,G&C Mutual Bank,FIXED,0.0,95.0,0.0,24.0,True,False,True,False,False,True,True,False,1,30,True,True,True,False,5
Fixed Rate Investment Loan,Fixed Rate Investment Loan 3 Years,G&C Mutual Bank,FIXED,0.0,95.0,0.0,36.0,True,False,True,False,False,True,True,False,1,30,True,True,True,False,5
Standard Variable Home Loan (Principal and Interest),Standard Variable Home Loan,G&C Mutual Bank,VARIABLE,0.0,95.0,0.0,nan,True,True,True,False,True,False,True,False,1,30,True,True,True,False,3
Premium Home Loan Package,Premium Home Loan Package,G&C Mutual Bank,VARIABLE,300000.0,95.0,0.0,nan,True,True,True,False,True,False,True,False,1,30,True,True,True,False,3
Fixed Rate Home Loan,Fixed Rate Home Loan 3 Years,G&C Mutual Bank,FIXED,0.0,95.0,0.0,36.0,True,False,True,False,True,False,True,False,1,30,True,True,True,False,2
Fixed Rate Home Loan,Fixed Rate Home Loan 5 Years,G&C Mutual Bank,FIXED,0.0,95.0,0.0,60.0,True,False,True,False,True,False,True,False,1,30,True,True,True,False,2
Equity Line,Equity Line,G&C Mutual Bank,VARIABLE,0.0,95.0,0.0,nan,False,False,True,False,True,False,False,True,1,30,True,True,True,False,0
Premium Package Investment Loan Fixed (Interest Only),Premium Package Investment Loan Fixed (Interest Only) 1 Year,Gateway Bank,FIXED,150000.0,80.0,0.0,12.0,True,False,False,False,False,True,False,True,1,30,False,False,True,False,4
Premium Package Investment Loan Fixed (Interest Only),Premium Package Investment Loan Fixed (Interest Only) 3 Years,Gateway Bank,FIXED,150000.0,80.0,0.0,36.0,True,False,False,False,False,True,False,True,1,30,False,False,True,False,4
Standard Variable Home Loan,Standard Variable Home Loan,Gateway Bank,VARIABLE,20000.0,95.0,0.0,nan,True,True,True,False,True,False,True,False,1,30,True,True,True,False,3
Premium Package Investment Loan Fixed,Premium Package Investment Loan Fixed 3 Years (LVR < 80%),Gateway Bank,FIXED,150000.0,80.0,0.0,36.0,True,False,True,False,False,True,True,False,1,30,True,True,True,False,5
Premium Package Investment Loan Fixed,Premium Package Investment Loan Fixed 1 Year (LVR < 80%),Gateway Bank,FIXED,150000.0,80.0,0.0,12.0,True,False,True,False,False,True,True,False,1,30,True,True,True,False,5
Premium Package Investment Loan,Premium Package Investment Loan (LVR < 80%),Gateway Bank,VARIABLE,150000.0,80.0,0.0,nan,True,True,True,False,False,True,True,False,1,30,True,True,True,False,1
Premium Package Home Loan Fixed,Premium Package Home Loan Fixed 2 Years,Gateway Bank,FIXED,150000.0,95.0,0.0,24.0,True,False,True,False,True,False,True,False,1,30,True,True,True,False,2
Premium Package Home Loan Fixed,Premium Package Home Loan Fixed 1 Year,Gateway Bank,FIXED,150000.0,95.0,0.0,12.0,True,False,True,False,True,False,True,False,1,30,True,True,True,False,2
Premium Package Home Loan,Premium Package Home Loan (LVR 85%-95%),Gateway Bank,VARIABLE,150000.0,95.0,85.0,nan,True,True,True,False,True,False,True,False,1,30,True,True,True,False,3
Premium Package Home Loan,Premium Package Home Loan (LVR < 80%),Gateway Bank,VARIABLE,150000.0,80.0,0.0,nan,True,True,True,False,True,False,True,False,1,30,True,True,True,False,3
Low Rate Essentials Investment Loan,Low Rate Essentials Investment Loan (LVR 85%-95%),Gateway Bank,VARIABLE,50000.0,95.0,85.0,nan,True,False,True,False,False,True,True,False,1,30,True,True,True,False,1
Low Rate Essentials Home Loan,Low Rate Essentials Home Loan (LVR 85%-95%),Gateway Bank,VARIABLE,50000.0,95.0,85.0,nan,True,False,True,False,True,False,True,False,1,30,True,True,True,False,3
Low Rate Essentials Home Loan,Low Rate Essentials Home Loan (LVR 80%-85%),Gateway Bank,VARIABLE,50000.0,85.0,80.0,nan,True,False,True,False,True,False,True,False,1,30,True,True,True,False,3
Fixed Rate Investment Loan,Fixed Rate Investment Loan 2 Years,Gateway Bank,FIXED,20000.0,80.0,0.0,24.0,True,False,True,False,False,True,True,False,1,30,True,True,True,False,5
Fixed Rate Investment Loan,Fixed Rate Investment Loan 3 Years,Gateway Bank,FIXED,20000.0,80.0,0.0,36.0,True,False,True,False,False,True,True,False,1,30,True,True,True,False,5
Fixed Rate Home Loan,Fixed Rate Home Loan 1 Year,Gateway Bank,FIXED,20000.0,80.0,0.0,12.0,True,False,True,False,True,False,True,False,1,30,True,True,True,False,2
Fixed Rate Home Loan,Fixed Rate Home Loan 3 Years,Gateway Bank,FIXED,20000.0,80.0,0.0,36.0,True,False,True,False,True,False,True,False,1,30,True,True,True,False,2
EquitiSmart Line of Credit Home Loan,EquitiSmart Line of Credit Home Loan,Gateway Bank,VARIABLE,20000.0,80.0,0.0,nan,True,False,True,False,True,False,True,False,1,30,True,True,True,False,3
Keep It Simple Home Loan (Principal and Interest),Keep It Simple Home Loan (Principal and Interest),Holiday Coast Credit Union,VARIABLE,50000.0,95.0,0.0,nan,False,False,True,False,True,False,True,False,1,30,True,True,True,False,3
Fixed 'n' Easy Investment Loan (Principal and Interest),Fixed 'n' Easy Investment Loan 5 Years (Principal and Interest),Holiday Coast Credit Union,FIXED,100000.0,95.0,0.0,60.0,False,False,True,False,False,True,True,False,1,30,True,True,True,False,5
Fixed 'n' Easy Investment Loan (Principal and Interest),Fixed 'n' Easy Investment Loan 2 Years (Principal and Interest),Holiday Coast Credit Union,FIXED,100000.0,95.0,0.0,24.0,False,False,True,False,False,True,True,False,1,30,True,True,True,False,5
Fixed 'n' Easy Home Loan (Principal and Interest),Fixed 'n' Easy Home Loan 3 Years (Principal and Interest),Holiday Coast Credit Union,FIXED,100000.0,95.0,0.0,36.0,False,False,True,False,True,False,True,False,1,30,True,True,True,False,2
Fixed 'n' Easy Home Loan (Principal and Interest),Fixed 'n' Easy Home Loan 2 Years (Principal and Interest),Holiday Coast Credit Union,FIXED,100000.0,95.0,0.0,24.0,False,False,True,False,True,False,True,False,1,30,True,True,True,False,2
Ultra Plus Home Loan Fixed (Principal and Interest),Ultra Plus Home Loan Fixed (Principal and Interest) 3 Years (LVR < 80%),Homeloans,FIXED,200000.0,80.0,0.0,36.0,True,False,True,False,True,False,True,False,5,30,True,True,True,False,2
Ultra Plus Home Loan Fixed (Principal and Interest),Ultra Plus Home Loan Fixed (Principal and Interest) 2 Years (LVR < 80%),Homeloans,FIXED,200000.0,80.0,0.0,24.0,True,False,True,False,True,False,True,False,5,30,True,True,True,False,2
Ultra Plus Home Loan Fixed (Principal and Interest),Ultra Plus Home Loan Fixed (Principal and Interest) 1 Year (LVR < 80%),Homeloans,FIXED,200000.0,80.0,0.0,12.0,True,False,True,False,True,False,True,False,5,30,True,True,True,False,2
Ultra Plus Home Loan Fixed (Principal and Interest),Ultra Plus Home Loan Fixed (Principal and Interest) 2 Years (LVR 80%-90%),Homeloans,FIXED,200000.0,90.0,80.0,24.0,True,False,True,False,True,False,True,False,5,30,True,True,True,False,2
Ultra Plus Home Loan Fixed (Principal and Interest),Ultra Plus Home Loan Fixed (Principal and Interest) 4 Years (LVR 80%-90%),Homeloans,FIXED,200000.0,90.0,80.0,48.0,True,False,True,False,True,False,True,False,5,30,True,True,True,False,2
Ultra Plus Home Loan Fixed (Principal and Interest),Ultra Plus Home Loan Fixed (Principal and Interest) 1 Year (LVR 90%-95%),Homeloans,FIXED,200000.0,95.0,90.0,12.0,True,False,True,False,True,False,True,False,5,30,True,True,True,False,2
Ultra Plus Home Loan Fixed (Principal and Interest),Ultra Plus Home Loan Fixed (Principal and Interest) 3 Years (LVR 90%-95%),Homeloans,FIXED,200000.0,95.0,90.0,36.0,True,False,True,False,True,False,True,False,5,30,True,True,True,False,2
Ultra Plus Home Loan Fixed (Principal and Interest),Ultra Plus Home Loan Fixed (Principal and Interest) 5 Years (LVR 90%-95%),Homeloans,FIXED,200000.0,95.0,90.0,60.0,True,False,True,False,True,False,True,False,5,30,True,True,True,False,2
Ultra Plus Home Loan Fixed (Interest Only),Ultra Plus Home Loan Fixed (Interest Only) 3 Years (LVR < 80%),Homeloans,FIXED,200000.0,80.0,0.0,36.0,True,False,True,False,True,False,False,True,5,30,True,True,True,False,0
Ultra Plus Home Loan Fixed (Interest Only),Ultra Plus Home Loan Fixed (Interest Only) 4 Years (LVR < 80%),Homeloans,FIXED,200000.0,80.0,0.0,48.0,True,False,True,False,True,False,False,True,5,30,True,True,True,False,0
Ultra Plus Investment Loan (Principal and Interest),"Ultra Plus Investment Loan (Principal and Interest) (Amounts < $200k, LVR < 80%)",Homeloans,VARIABLE,0.0,80.0,70.0,nan,True,False,True,False,False,True,True,False,5,30,True,True,True,False,1
Ultra Plus Investment Loan (Principal and Interest),"Ultra Plus Investment Loan (Principal and Interest) (Amounts < $200k, LVR 80%-90%)",Homeloans,VARIABLE,0.0,90.0,80.0,nan,True,False,True,False,False,True,True,False,5,30,True,True,True,False,1
Ultra Plus Investment Loan (Principal and Interest),"Ultra Plus Investment Loan (Principal and Interest) (Amounts < $200k, LVR < 70%)",Homeloans,VARIABLE,0.0,70.0,0.0,nan,True,False,True,False,False,True,True,False,5,30,True,True,True,False,1
Ultra Plus Investment Loan (Interest Only),"Ultra Plus Investment Loan (Interest Only) (Amounts < $200k, LVR < 80%)",Homeloans,VARIABLE,0.0,80.0,70.0,nan,True,False,True,False,False,True,False,True,5,30,True,True,True,False,4
Ultra Plus Investment Loan (Interest Only),"Ultra Plus Investment Loan (Interest Only) (Amounts < $200k, LVR < 70%)",Homeloans,VARIABLE,0.0,70.0,0.0,nan,True,False,True,False,False,True,False,True,5,30,True,True,True,False,4
Ultra Plus Investment Loan Fixed (Principal and Interest),Ultra Plus Investment Loan Fixed (Principal and Interest) 5 Years (LVR 80%-90%),Homeloans,FIXED,200000.0,90.0,80.0,60.0,True,False,True,False,False,True,True,False,5,30,True,True,True,False,5
Ultra Plus Investment Loan Fixed (Principal and Interest),Ultra Plus Investment Loan Fixed (Principal and Interest) 1 Year (LVR 80%-90%),Homeloans,FIXED,200000.0,90.0,80.0,12.0,True,False,True,False,False,True,True,False,5,30,True,True,True,False,5
